Rank,Name,Title,Country,Rating,Games,Year,Age,Date
4,"Topalov, Veselin",g,BUL,2800,0,2015,40,2015-02-01
4,"Topalov, Veselin",g,BUL,2798,10,2015,40,2015-03-01
4,"Topalov, Veselin",g,BUL,2798,0,2015,40,2015-04-01
5,"Topalov, Veselin",g,BUL,2798,0,2015,40,2015-05-01
5,"Topalov, Veselin",g,BUL,2798,0,2015,40,2015-06-01
3,"Topalov, Veselin",g,BUL,2816,9,2015,40,2015-07-01
3,"Topalov, Veselin",g,BUL,2816,0,2015,40,2015-08-01
3,"Topalov, Veselin",g,BUL,2816,0,2015,40,2015-09-01
3,"Topalov, Veselin",g,BUL,2813,9,2015,40,2015-10-01
2,"Topalov, Veselin",g,BUL,2803,14,2015,40,2015-11-01
2,"Topalov, Veselin",g,BUL,2803,0,2015,40,2015-12-01
9,"Topalov, Veselin",g,BUL,2780,9,2016,41,2016-01-01
9,"Topalov, Veselin",g,BUL,2780,0,2016,41,2016-02-01
8,"Topalov, Veselin",g,BUL,2780,0,2016,41,2016-03-01
16,"Topalov, Veselin",g,BUL,2754,14,2016,41,2016-04-01
16,"Topalov, Veselin",g,BUL,2754,0,2016,41,2016-05-01
13,"Topalov, Veselin",g,BUL,2761,9,2016,41,2016-06-01
13,"Topalov, Veselin",g,BUL,2761,0,2016,41,2016-07-01
12,"Topalov, Veselin",g,BUL,2761,0,2016,41,2016-08-01
10,"Topalov, Veselin",g,BUL,2768,9,2016,41,2016-09-01
13,"Topalov, Veselin",g,BUL,2760,5,2016,41,2016-10-01
15,"Topalov, Veselin",g,BUL,2760,0,2016,41,2016-11-01
15,"Topalov, Veselin",g,BUL,2760,0,2016,41,2016-12-01
21,"Topalov, Veselin",g,BUL,2739,9,2017,42,2017-01-01
22,"Topalov, Veselin",g,BUL,2739,0,2017,42,2017-02-01
21,"Topalov, Veselin",g,BUL,2741,10,2017,42,2017-03-01
21,"Topalov, Veselin",g,BUL,2741,0,2017,42,2017-04-01
20,"Topalov, Veselin",g,BUL,2741,0,2017,42,2017-05-01
16,"Topalov, Veselin",g,BUL,2749,9,2017,42,2017-06-01
16,"Topalov, Veselin",g,BUL,2749,0,2017,42,2017-07-01
17,"Topalov, Veselin",g,BUL,2749,0,2017,42,2017-08-01
16,"Topalov, Veselin",g,BUL,2749,0,2017,42,2017-09-01
15,"Topalov, Veselin",g,BUL,2749,0,2017,42,2017-10-01
15,"Topalov, Veselin",g,FID,2749,0,2017,42,2017-11-01
16,"Topalov, Veselin",g,FID,2749,0,2017,42,2017-12-01
18,"Topalov, Veselin",g,FID,2749,0,2018,43,2018-01-01
17,"Topalov, Veselin",g,FID,2749,0,2018,43,2018-02-01
17,"Topalov, Veselin",g,FID,2749,0,2018,43,2018-03-01
17,"Topalov, Veselin",g,FID,2749,0,2018,43,2018-04-01
19,"Topalov, Veselin",g,FID,2747,9,2018,43,2018-05-01
18,"Topalov, Veselin",g,FID,2747,0,2018,43,2018-06-01
19,"Topalov, Veselin",g,FID,2747,0,2018,43,2018-07-01
19,"Topalov, Veselin",g,FID,2747,0,2018,43,2018-08-01
22,"Topalov, Veselin",g,FID,2740,4,2018,43,2018-09-01
21,"Topalov, Veselin",g,FID,2740,0,2018,43,2018-10-01
18,"Topalov, Veselin",g,BUL,2740,0,2018,43,2018-11-01
17,"Topalov, Veselin",g,BUL,2740,0,2018,43,2018-12-01
17,"Topalov, Veselin",g,BUL,2740,0,2019,44,2019-01-01
17,"Topalov, Veselin",g,BUL,2740,0,2019,44,2019-02-01
17,"Topalov, Veselin",g,BUL,2740,0,2019,44,2019-03-01
18,"Topalov, Veselin",g,BUL,2740,0,2019,44,2019-04-01
18,"Topalov, Veselin",g,BUL,2740,9,2019,44,2019-05-01
19,"Topalov, Veselin",g,BUL,2740,0,2019,44,2019-06-01
18,"Topalov, Veselin",g,BUL,2740,0,2019,44,2019-07-01
23,"Topalov, Veselin",g,BUL,2736,4,2019,44,2019-08-01
23,"Topalov, Veselin",g,BUL,2736,0,2019,44,2019-09-01
23,"Topalov, Veselin",g,BUL,2736,0,2019,44,2019-10-01
22,"Topalov, Veselin",g,BUL,2736,0,2019,44,2019-11-01
21,"Topalov, Veselin",g,BUL,2737,4,2019,44,2019-12-01
20,"Topalov, Veselin",g,BUL,2738,2,2020,45,2020-01-01
18,"Topalov, Veselin",g,BUL,2738,0,2020,45,2020-02-01
19,"Topalov, Veselin",g,BUL,2735,10,2020,45,2020-03-01
19,"Topalov, Veselin",g,BUL,2735,0,2020,45,2020-04-01
19,"Topalov, Veselin",g,BUL,2735,0,2020,45,2020-05-01
19,"Topalov, Veselin",g,BUL,2735,0,2020,45,2020-06-01
19,"Topalov, Veselin",g,BUL,2735,0,2020,45,2020-07-01
19,"Topalov, Veselin",g,BUL,2735,0,2020,45,2020-08-01
19,"Topalov, Veselin",g,BUL,2735,0,2020,45,2020-09-01
19,"Topalov, Veselin",g,BUL,2735,0,2020,45,2020-10-01
21,"Topalov, Veselin",g,BUL,2735,0,2020,45,2020-11-01
21,"Topalov, Veselin",g,BUL,2735,0,2020,45,2020-12-01
21,"Topalov, Veselin",g,BUL,2735,0,2021,46,2021-01-01
20,"Topalov, Veselin",g,BUL,2735,0,2021,46,2021-02-01
19,"Topalov, Veselin",g,BUL,2735,0,2021,46,2021-03-01
19,"Topalov, Veselin",g,BUL,2735,0,2021,46,2021-04-01
19,"Topalov, Veselin",g,BUL,2735,0,2021,46,2021-05-01
19,"Topalov, Veselin",g,BUL,2735,0,2021,46,2021-06-01
20,"Topalov, Veselin",g,BUL,2735,0,2021,46,2021-07-01
20,"Topalov, Veselin",g,BUL,2730,4,2021,46,2021-08-01
20,"Topalov, Veselin",g,BUL,2730,0,2021,46,2021-09-01
20,"Topalov, Veselin",g,BUL,2730,0,2021,46,2021-10-01
21,"Topalov, Veselin",g,BUL,2730,0,2021,46,2021-11-01
